Company Name,Industry,CMP Rs.,Mar Cap Rs.Cr.,P/E,EV / EBITDA,Earnings Yield %,CMP / BV,ROE %,Sales growth %,Profit growth %,From 52w high,50 DMA Rs.,200 DMA Rs.,Last Close,Pivot,S1,S2,R1,R2,SMA50,SMA200,Trend,ATR,StopLoss,TargetPrice,_ticker,_fetched_at,_status
Olectra Greentech Ltd.,Automobile and Auto Components,1520.3,12541.94,70.773506,1334.044,,10.223129,,43.3,164.1,11.31,1260.72,1256.06,1520.3,1414.53,1375.07,1303.53,1486.07,1525.53,1260.72,1256.06,Uptrend,68.15,1384.0,1656.6,OLECTRA.NS,2026-06-22 00:43:49,OK
Ramkrishna Forgings Ltd.,Automobile and Auto Components,588.7,10702.54,149.42892,20.133,,3.2391973,2.2689999999999997,28.499999999999996,24.4,14.73,571.55,544.92,588.7,588.42,582.53,575.87,595.08,600.97,571.55,544.92,Uptrend,18.74,551.23,626.17,RKFORGE.NS,2026-06-22 00:43:50,OK
Schaeffler India Ltd.,Automobile and Auto Components,4329.9,67726.38,55.902462,35.88,,11.198205,,18.9,25.5,2.59,4104.53,3958.06,4329.9,4175.0,4115.0,4044.0,4246.0,4306.0,4104.53,3958.06,Uptrend,133.84,4062.23,4597.57,SCHAEFFLER.NS,2026-06-22 00:43:51,OK
Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,613.8,38236.48,59.621727,35.023,,6.38119,10.6850006,45.4,17.1,1.29,590.95,508.02,613.8,604.03,600.82,596.58,608.27,611.48,590.95,508.02,Uptrend,15.06,583.68,643.92,SONACOMS.NS,2026-06-22 00:43:51,OK
Sundram Fasteners Ltd.,Automobile and Auto Components,878.55,18325.29,31.024546,19.056,,4.2865777,14.583999,10.6,29.7,17.93,839.0,906.6,878.55,862.47,854.58,841.97,875.08,882.97,839.0,906.6,Sideways,20.21,838.13,918.97,SUNDRMFAST.NS,2026-06-22 00:43:52,OK
Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,359.5,132352.02,,13.446,,1.1805204,-1.118,-11.799999999999999,-32.9,51.0,362.55,409.22,359.5,360.36,357.48,353.32,364.53,367.4,362.55,409.22,Downtrend,13.25,344.42,386.0,TMPV.NS,2026-06-22 00:43:53,OK
Tube Investments of India Ltd.,Automobile and Auto Components,3285.6,63681.99,100.12173,27.398,,8.205492,,20.7,-14.2,3.85,3005.14,2831.71,3285.6,3258.4,3225.9,3195.3,3289.0,3321.5,3005.14,2831.71,Uptrend,105.63,3074.34,3496.86,TIINDIA.NS,2026-06-22 00:43:54,OK
TVS Motor Company Ltd.,Automobile and Auto Components,3442.9,164428.28,54.32564,22.859,,49.208538,31.619000000000003,31.3,19.1,12.97,3494.23,3564.98,3442.9,3459.87,3444.73,3431.87,3472.73,3487.87,3494.23,3564.98,Downtrend,74.49,3319.52,3591.89,TVSMOTOR.NS,2026-06-22 00:43:54,OK
UNO Minda Ltd.,Automobile and Auto Components,1115.6,64214.36,53.590363,29.824,,10.27926,19.201999999999998,17.8,22.3,19.09,1105.21,1191.11,1115.6,1096.17,1089.83,1081.77,1104.23,1110.57,1105.21,1191.11,Sideways,37.52,1049.95,1190.64,UNOMINDA.NS,2026-06-22 00:43:55,OK
ZF Commercial Vehicle Control Systems India Ltd.,Automobile and Auto Components,15795.0,29968.78,57.822506,,,8.120346,14.979000000000001,32.7,46.1,5.22,14691.52,14153.16,15795.0,15550.33,15190.67,14800.33,15940.67,16300.33,14691.52,14153.16,Uptrend,427.86,14939.29,16650.71,ZFCVINDIA.NS,2026-06-22 00:43:56,OK
HDFC Bank Ltd.,Banking,779.8,1202794.79,17.417484,,,2.051441,13.818,-1.7999999999999998,7.5,22.32,761.0,884.14,779.8,783.1,776.31,766.62,792.79,799.58,761.0,884.14,Sideways,15.67,748.46,811.14,HDFCBANK.NS,2026-06-22 00:43:57,OK
State Bank of India,Banking,1035.1,956291.98,11.360894,,,1.6153148,15.476999999999999,7.1,-3.1,14.65,1012.02,982.26,1035.1,1037.62,1029.53,1016.37,1050.78,1058.87,1012.02,982.26,Uptrend,20.57,993.95,1076.25,SBIN.NS,2026-06-22 00:43:58,OK
ICICI Bank Ltd.,Banking,1346.5,966658.94,18.035595,,,2.658456,16.359,66.9,8.4,9.54,1289.74,1345.44,1346.5,1340.2,1333.5,1324.7,1349.0,1355.7,1289.74,1345.44,Sideways,25.19,1296.11,1396.89,ICICIBANK.NS,2026-06-22 00:43:58,OK
Kotak Mahindra Bank Ltd.,Banking,399.25,397361.28,20.592783,,,2.1935725,11.389000000000001,-11.0,9.8,11.9,383.69,405.9,399.25,402.28,400.32,397.68,404.92,406.88,383.69,405.9,Sideways,7.91,383.42,415.08,KOTAKBANK.NS,2026-06-22 00:43:59,OK
Axis Bank Ltd.,Banking,1357.9,423045.47,16.103481,,,1.9651273,13.152,-11.200000000000001,6.4,4.26,1303.38,1259.61,1357.9,1357.0,1348.1,1336.1,1369.0,1377.9,1303.38,1259.61,Uptrend,25.92,1306.06,1409.74,AXISBANK.NS,2026-06-22 00:44:00,OK
Bank of Baroda,Banking,281.05,145315.28,7.3196144,,,0.87608814,12.738,-7.6,7.1,10.86,263.77,269.92,281.05,283.95,280.8,278.6,286.15,289.3,263.77,269.92,Sideways,7.38,266.29,295.81,BANKBARODA.NS,2026-06-22 00:44:01,OK
Punjab National Bank,Banking,108.77,124974.26,6.79625,,,0.8333142,12.985,15.2,1.9,17.18,105.14,112.48,108.77,109.53,108.87,108.15,110.25,110.91,105.14,112.48,Sideways,2.49,103.79,113.75,PNB.NS,2026-06-22 00:44:02,OK
Canara Bank,Banking,133.74,121247.39,6.1514034,,,1.0301007,15.935999,-46.7,-9.8,15.19,130.63,133.64,133.74,135.23,134.14,133.3,136.07,137.16,130.63,133.64,Sideways,3.77,126.21,141.27,CANBK.NS,2026-06-22 00:44:02,OK
Union Bank of India,Banking,175.76,134236.96,6.909627,,,1.0058745,15.708,,,14.47,170.62,162.31,175.76,175.64,173.69,171.25,178.08,180.03,170.62,162.31,Uptrend,4.54,166.68,184.84,UNIONBANK.NS,2026-06-22 00:44:03,OK
Indian Bank,Banking,870.1,117192.6,10.009779,,,1.4639395,15.442,1.5,6.4,11.22,847.12,823.88,870.1,877.92,870.88,866.07,882.73,889.77,847.12,823.88,Uptrend,21.99,826.12,914.08,INDIANB.NS,2026-06-22 00:44:04,OK
IDBI Bank Ltd.,Banking,82.98,89373.97,9.62037,,,1.303516,14.152999,,,29.9,74.72,91.17,82.98,86.26,82.62,80.62,88.26,91.9,74.72,91.17,Sideways,3.84,75.29,90.67,IDBI.NS,2026-06-22 00:44:05,OK
AU Small Finance Bank Ltd.,Banking,1033.05,77413.97,29.538834,,,3.870923,,37.1,62.6,4.31,1001.97,925.67,1033.05,1023.47,1018.48,1011.62,1030.33,1035.32,1001.97,925.67,Uptrend,27.18,978.7,1087.4,AUBANK.NS,2026-06-22 00:44:06,OK
Bank of India,Banking,146.57,66678.37,6.161548,,,0.7414045,12.056000000000001,10.100000000000001,18.6,15.14,140.51,139.56,146.57,147.46,146.42,145.17,148.71,149.75,140.51,139.56,Uptrend,4.28,138.01,155.13,BANKINDIA.NS,2026-06-22 00:44:06,OK
IDFC First Bank Ltd.,Banking,78.68,67699.95,41.80851,,,1.4427048,,-1.0999999999999999,-23.200000000000003,9.56,70.48,74.95,78.68,77.79,77.19,76.28,78.7,79.3,70.48,74.95,Sideways,1.95,74.77,82.59,IDFCFIRSTB.NS,2026-06-22 00:44:07,OK
IndusInd Bank Ltd.,Banking,947.45,73546.24,83.02111,,,1.1181698,1.362,272.7,,2.21,900.49,851.88,947.45,937.5,933.5,928.25,942.75,946.75,900.49,851.88,Uptrend,24.1,899.26,995.64,INDUSINDBK.NS,2026-06-22 00:44:08,OK
Federal Bank Ltd.,Banking,323.95,79866.29,18.524872,,,1.9945211,11.731,12.3,22.2,0.29,295.53,261.15,323.95,321.48,318.97,317.48,322.97,325.48,295.53,261.15,Uptrend,7.58,308.79,339.11,FEDERALBNK.NS,2026-06-22 00:44:09,OK
Indian Overseas Bank,Banking,35.09,67802.45,13.04074,,,1.8329949,15.654999,7.7,39.7,16.05,34.17,36.2,35.09,35.43,34.95,34.68,35.7,36.18,34.17,36.2,Sideways,0.83,33.43,36.75,IOB.NS,2026-06-22 00:44:10,OK
Yes Bank Ltd.,Banking,25.41,79783.47,22.696428,,,1.6138657,7.095,19.8,11.799999999999999,1.44,21.84,21.5,25.41,25.45,25.13,24.77,25.81,26.13,21.84,21.5,Uptrend,0.76,23.89,26.93,YESBANK.NS,2026-06-22 00:44:10,OK
Bank of Maharashtra,Banking,90.19,69423.98,9.89693,,,2.0884333,22.659999,9.4,36.3,1.11,79.21,64.55,90.19,89.84,88.47,87.45,90.86,92.23,79.21,64.55,Uptrend,2.77,84.66,95.72,MAHABANK.NS,2026-06-22 00:44:11,OK
UCO Bank,Banking,27.58,34696.96,12.520362,,,1.0417529,8.631,-12.6,14.899999999999999,18.01,25.88,28.01,27.58,28.15,27.62,27.26,28.51,29.04,25.88,28.01,Sideways,0.91,25.76,29.4,UCOBANK.NS,2026-06-22 00:44:12,OK
Central Bank of India,Banking,32.84,29751.95,6.574,,,0.7664505,11.914,44.800000000000004,-35.4,18.43,33.5,35.68,32.84,33.37,32.67,32.25,33.79,34.49,33.5,35.68,Downtrend,0.98,31.83,34.81,CENTRALBK.NS,2026-06-22 00:44:13,OK
Karur Vysya Bank Ltd.,Banking,291.75,28263.94,11.259145,,,2.0034807,19.282,19.5,41.199999999999996,15.05,290.4,267.92,291.75,297.6,293.55,290.35,300.8,304.85,290.4,267.92,Uptrend,10.14,275.88,312.03,KARURVYSYA.NS,2026-06-22 00:44:14,OK
Bandhan Bank Ltd.,Banking,208.09,33494.31,27.355263,,,1.3078432,4.877,119.30000000000001,68.0,4.6,195.89,167.5,208.09,213.83,212.25,210.22,215.86,217.44,195.89,167.5,Uptrend,7.18,193.72,222.46,BANDHANBNK.NS,2026-06-22 00:44:15,OK
City Union Bank Ltd.,Banking,196.65,19459.06,14.689603,,,1.8413996,13.241,23.599999999999998,25.1,19.1,193.86,191.78,196.65,199.17,196.28,194.22,201.23,204.12,193.86,191.78,Uptrend,7.2,184.17,211.04,CUB.NS,2026-06-22 00:44:15,OK
RBL Bank Ltd.,Banking,378.85,58821.98,26.958836,,,1.4038829,,40.8,367.9,0.28,338.65,311.42,378.85,370.52,366.23,363.22,373.53,377.82,338.65,311.42,Uptrend,11.17,356.51,401.19,RBLBANK.NS,2026-06-22 00:44:16,OK
Jammu & Kashmir Bank Ltd.,Banking,163.56,18059.39,7.652823,,,1.0948004,15.367,,,2.15,139.6,114.76,163.56,164.02,160.9,158.89,166.03,169.15,139.6,114.76,Uptrend,5.31,152.94,174.18,J&KBANK.NS,2026-06-22 00:44:17,OK
Ashok Leyland Ltd.,Capital Goods,156.66,92072.67,26.522842,11.407,,5.9440293,21.639,17.4,24.5,26.04,157.99,161.15,156.66,158.42,157.33,156.22,159.53,160.62,157.99,161.15,Downtrend,4.74,150.09,166.14,ASHOKLEY.NS,2026-06-22 00:44:18,OK
Cummins India Ltd.,Capital Goods,5865.0,162453.06,68.91463,50.988,,19.167557,29.455,21.9,22.7,3.85,5435.01,4588.45,5865.0,5853.67,5820.33,5782.67,5891.33,5924.67,5435.01,4588.45,Uptrend,137.46,5590.07,6139.93,CUMMINSIND.NS,2026-06-22 00:44:18,OK
Siemens Ltd.,Capital Goods,3759.6,134001.03,79.43424,53.623,,9.675073,,14.6,-36.4,4.51,3700.04,3287.0,3759.6,3729.2,3703.4,3660.6,3772.0,3797.8,3700.04,3287.0,Uptrend,85.82,3587.96,3931.24,SIEMENS.NS,2026-06-22 00:44:19,OK
Polycab India Ltd.,Capital Goods,10083.0,152159.48,57.26835,36.388,,12.668559,24.580999000000002,26.900000000000002,8.0,0.37,8899.02,7817.42,10083.0,9910.14,9853.58,9801.66,9962.06,10018.63,8899.02,7817.42,Uptrend,218.28,9646.45,10519.55,POLYCAB.NS,2026-06-22 00:44:20,OK
ABB India Ltd.,Capital Goods,7248.0,153294.51,98.82514,78.741,,19.562878,,0.8,276.0,6.97,6971.22,5788.47,7248.0,7190.83,7127.67,7026.33,7292.17,7355.33,6971.22,5788.47,Uptrend,175.46,6897.07,7598.93,ABB.NS,2026-06-22 00:44:21,OK
CG Power and Industrial Solutions Ltd.,Capital Goods,963.7,151591.75,124.837875,92.745,,19.023994,19.561,25.0,30.5,0.64,859.18,735.55,963.7,956.53,943.17,931.88,967.82,981.18,859.18,735.55,Uptrend,26.3,911.1,1016.3,CGPOWER.NS,2026-06-22 00:44:22,OK
Bharat Heavy Electricals Ltd.,Capital Goods,414.35,145202.05,90.652176,59.964,,5.5474997,6.292000000000001,36.9,156.4,2.48,377.5,288.77,414.35,402.23,395.02,384.13,413.12,420.33,377.5,288.77,Uptrend,14.99,384.37,444.33,BHEL.NS,2026-06-22 00:44:23,OK
Siemens Energy India Ltd.,Capital Goods,3833.9,136785.89,104.34664,75.164,,28.427214,,27.400000000000002,52.2,3.38,3360.5,3051.04,3833.9,3770.8,3733.6,3683.8,3820.6,3857.8,3360.5,3051.04,Uptrend,142.59,3548.73,4119.07,ENRIN.NS,2026-06-22 00:44:23,OK
Waaree Energies Ltd.,Capital Goods,3125.4,89922.69,24.276617,14.597,,6.224836,31.570998,111.80000000000001,71.2,19.09,3170.85,3114.86,3125.4,3071.13,3048.77,3031.63,3088.27,3110.63,3170.85,3114.86,Sideways,68.37,3012.31,3262.14,WAAREEENER.NS,2026-06-22 00:44:24,OK
Hitachi Energy India Ltd.,Capital Goods,36880.0,163758.87,166.03398,127.178,,31.638405,21.040001999999998,46.2,71.8,4.91,33621.4,23770.6,36880.0,35958.33,35486.67,34673.33,36771.67,37243.33,33621.4,23770.6,Uptrend,1302.5,34275.0,39485.0,POWERINDIA.NS,2026-06-22 00:44:25,OK
GE Vernova T&D India Ltd.,Capital Goods,5533.5,140441.52,113.938515,83.251,,67.29483,55.261004,42.0,88.7,1.75,4643.48,3537.29,5533.5,5182.83,5101.67,4953.33,5331.17,5412.33,4643.48,3537.29,Uptrend,244.82,5043.86,6023.14,GVT&D.NS,2026-06-22 00:44:26,OK
Suzlon Energy Ltd.,Capital Goods,59.2,81466.66,25.670996,26.301,,10.379836,40.636002999999995,44.9,-5.6000000000000005,13.32,54.32,51.8,59.2,58.73,58.01,57.59,59.15,59.87,54.32,51.8,Uptrend,1.95,55.31,63.09,SUZLON.NS,2026-06-22 00:44:26,OK
APL Apollo Tubes Ltd.,Capital Goods,1871.6,51991.53,43.12529,28.63,,9.817749,25.313999999999997,13.600000000000001,20.8,18.68,1907.11,1887.02,1871.6,1857.63,1850.27,1839.63,1868.27,1875.63,1907.11,1887.02,Sideways,42.3,1811.75,1956.2,APLAPOLLO.NS,2026-06-22 00:44:27,OK
Supreme Industries Ltd.,Capital Goods,3525.5,44923.41,47.076843,28.574,,7.2788897,16.128999,16.5,47.5,24.21,3596.96,3760.7,3525.5,3531.23,3498.97,3473.43,3556.77,3589.03,3596.96,3760.7,Downtrend,86.82,3417.11,3699.14,SUPREMEIND.NS,2026-06-22 00:44:28,OK
Escorts Kubota Ltd.,Capital Goods,2821.2,31148.76,22.806736,16.205,,2.5176709,12.0220006,21.4,0.6,32.17,3020.58,3414.53,2821.2,2821.4,2790.6,2771.5,2840.5,2871.3,3020.58,3414.53,Downtrend,64.32,2869.55,2949.84,ESCORTS.NS,2026-06-22 00:44:29,OK
Cochin Shipyard Ltd.,Capital Goods,1458.0,38488.72,53.668377,46.367,,6.553456,12.517,-15.6,-3.8,35.61,1554.84,1597.16,1458.0,1479.2,1434.8,1400.0,1514.0,1558.4,1554.84,1597.16,Downtrend,48.01,1477.09,1554.03,COCHINSHIP.NS,2026-06-22 00:44:30,OK
Astral Ltd.,Capital Goods,1542.1,41501.08,77.667175,38.354,,10.225317,13.797999999999998,24.2,18.9,12.81,1551.6,1506.1,1542.1,1570.07,1556.83,1547.97,1578.93,1592.17,1551.6,1506.1,Sideways,38.82,1474.02,1619.74,ASTRAL.NS,2026-06-22 00:44:30,OK
KEI Industries Ltd.,Capital Goods,5631.0,53823.13,58.469208,42.775,,8.075436,14.753,18.7,25.5,0.95,5104.69,4463.68,5631.0,5631.83,5578.67,5526.83,5683.67,5736.83,5104.69,4463.68,Uptrend,174.0,5283.0,5979.0,KEI.NS,2026-06-22 00:44:31,OK
Thermax Ltd.,Capital Goods,4702.4,53226.5,73.88585,51.545,,9.592682,13.691,11.1,18.7,7.34,4426.44,3425.1,4702.4,4741.37,4593.73,4491.17,4843.93,4991.57,4426.44,3425.1,Uptrend,168.13,4366.14,5038.66,THERMAX.NS,2026-06-22 00:44:32,OK
AIA Engineering Ltd.,Capital Goods,4687.0,43860.57,34.579166,31.336,,5.464271,16.951999,9.4,38.0,1.84,4138.76,3736.94,4687.0,4573.13,4470.27,4407.63,4635.77,4738.63,4138.76,3736.94,Uptrend,143.15,4400.7,4973.3,AIAENG.NS,2026-06-22 00:44:33,OK
Premier Energies Ltd.,Capital Goods,1079.6,48676.84,32.02494,20.972,,11.280421,42.333,37.6,64.7,4.86,1025.39,935.44,1079.6,1055.67,1049.03,1040.37,1064.33,1070.97,1025.39,935.44,Uptrend,33.55,1012.5,1146.7,PREMIERENE.NS,2026-06-22 00:44:33,OK
Apar Industries Ltd.,Capital Goods,16280.0,65194.75,66.900276,34.958,,12.086644,19.742,26.700000000000003,1.2,2.43,12974.36,9920.48,16280.0,16056.33,15426.67,15041.33,16441.67,17071.33,12974.36,9920.48,Uptrend,729.5,14821.0,17739.0,APARINDS.NS,2026-06-22 00:44:34,OK
Honeywell Automation India Ltd.,Capital Goods,37460.0,33239.53,63.07819,48.604,,7.444417,12.352,5.8999999999999995,14.099999999999998,9.63,32713.9,33481.12,37460.0,37053.33,36616.67,36063.33,37606.67,38043.33,32713.9,33481.12,Sideways,1112.86,35234.29,39685.71,HONAUT.NS,2026-06-22 00:44:35,OK
PTC Industries Ltd.,Capital Goods,18333.0,27706.23,272.4458,208.956,,19.557604,7.019,84.89999999999999,143.79999999999998,7.65,16901.06,17003.79,18333.0,17551.0,17239.0,17058.0,17732.0,18044.0,16901.06,17003.79,Sideways,770.0,16793.0,19873.0,PTCIL.NS,2026-06-22 00:44:36,OK
Kaynes Technology India Ltd.,Capital Goods,3253.1,21906.93,60.15093,39.034,,4.71345,9.568,26.200000000000003,-26.3,57.78,3643.31,4705.71,3253.1,3338.8,3278.6,3171.7,3445.7,3505.9,3643.31,4705.71,Downtrend,105.42,3461.14,3463.94,KAYNES.NS,2026-06-22 00:44:37,OK
Timken India Ltd.,Capital Goods,3689.4,27921.19,67.076256,43.384,,9.57802,14.407,16.0,-15.299999999999999,2.27,3553.13,3213.22,3689.4,3593.07,3531.93,3489.97,3635.03,3696.17,3553.13,3213.22,Uptrend,102.69,3484.03,3894.77,TIMKEN.NS,2026-06-22 00:44:37,OK
Shyam Metalics and Energy Ltd.,Capital Goods,970.3,26887.74,25.462574,12.372,,2.4531798,8.971,26.6,41.4,4.31,914.16,868.29,970.3,980.15,962.35,949.6,992.9,1010.7,914.16,868.29,Uptrend,24.46,921.38,1019.22,SHYAMMETL.NS,2026-06-22 00:44:38,OK
HBL Engineering Ltd.,Capital Goods,815.5,22617.72,27.791212,19.674,,10.125836,44.074002,27.0,39.800000000000004,27.13,791.83,815.83,815.5,805.17,792.93,781.47,816.63,828.87,791.83,815.83,Sideways,25.55,764.41,866.59,HBLENGINE.NS,2026-06-22 00:44:39,OK
Welspun Corp Ltd.,Capital Goods,1423.4,37656.92,23.329521,16.266,,4.6044316,18.915000000000003,9.9,-47.0,0.76,1285.79,946.11,1423.4,1397.2,1384.4,1371.4,1410.2,1423.0,1285.79,946.11,Uptrend,46.06,1331.27,1515.53,WELCORP.NS,2026-06-22 00:44:40,OK
Jyoti CNC Automation Ltd.,Capital Goods,737.95,16779.28,49.986446,33.239,,8.389238,18.224001,4.1000000000000005,-16.900000000000002,35.71,699.74,841.57,737.95,702.9,693.9,687.15,709.65,718.65,699.74,841.57,Sideways,29.94,678.06,797.84,JYOTICNC.NS,2026-06-22 00:44:41,OK
Inox Wind Ltd.,Capital Goods,90.72,15770.17,34.43396,17.788,,1.7923787,6.7540005,-2.4,-47.0,49.88,94.77,115.32,90.72,89.99,88.15,86.96,91.18,93.02,94.77,115.32,Downtrend,3.71,90.03,98.15,INOXWIND.NS,2026-06-22 00:44:41,OK
Godawari Power & Ispat Ltd.,Capital Goods,269.1,17501.07,21.40016,12.637,,2.8447547,14.865999999999998,9.700000000000001,23.1,15.91,289.76,264.57,269.1,269.22,265.33,260.12,274.43,278.32,289.76,264.57,Sideways,6.89,275.27,282.88,GPIL.NS,2026-06-22 00:44:42,OK
Kirloskar Oil Eng Ltd.,Capital Goods,1991.5,29075.99,51.242634,23.1,,8.029968,16.819,20.7,21.2,2.98,1743.73,1295.58,1991.5,2002.8,1952.9,1922.3,2033.4,2083.3,1743.73,1295.58,Uptrend,77.51,1836.49,2146.51,KIRLOSENG.NS,2026-06-22 00:44:43,OK
Carborundum Universal Ltd.,Capital Goods,1241.7,23754.54,120.95053,40.257,,6.0479083,4.3670002,14.899999999999999,,4.99,1014.34,899.75,1241.7,1198.77,1129.53,1066.87,1261.43,1330.67,1014.34,899.75,Uptrend,54.09,1133.53,1349.87,CARBORUNIV.NS,2026-06-22 00:44:44,OK
R R Kabel Ltd.,Capital Goods,2321.1,26183.92,53.34101,34.451,,10.170237,20.826,33.6,30.0,1.86,1867.5,1495.73,2321.1,2297.07,2229.13,2162.07,2364.13,2432.07,1867.5,1495.73,Uptrend,95.6,2129.91,2512.29,RRKABEL.NS,2026-06-22 00:44:44,OK
Triveni Turbine Ltd.,Capital Goods,672.3,21330.75,60.83409,46.185,,14.7307415,26.217000000000002,26.3,7.3999999999999995,14.64,616.66,535.8,672.3,676.07,665.13,656.12,685.08,696.02,616.66,535.8,Uptrend,26.74,618.81,725.79,TRITURBINE.NS,2026-06-22 00:44:45,OK
Schneider Electric Infrastructure Ltd.,Capital Goods,1331.4,31693.24,148.59865,86.261,,48.10903,31.813000000000002,0.5,-59.599999999999994,6.09,1210.53,904.62,1331.4,1284.27,1253.53,1206.07,1331.73,1362.47,1210.53,904.62,Uptrend,71.54,1188.31,1474.49,SCHNEIDER.NS,2026-06-22 00:44:46,OK
Elgi Equipments Ltd.,Capital Goods,612.75,19229.73,44.85294,32.646,,8.609253,20.998,12.1,25.4,3.33,564.78,503.82,612.75,602.23,594.57,587.13,609.67,617.33,564.78,503.82,Uptrend,18.75,575.26,650.24,ELGIEQUIP.NS,2026-06-22 00:44:47,OK
Jupiter Wagons Ltd.,Capital Goods,277.3,11876.62,69.12935,33.878,,4.014446,5.768,-25.3,-72.5,29.55,281.97,297.88,277.3,281.17,276.33,273.17,284.33,289.17,281.97,297.88,Downtrend,8.49,267.87,294.29,JWL.NS,2026-06-22 00:44:48,OK
Syrma SGS Technology Ltd.,Capital Goods,1334.0,25792.48,79.04368,46.489,,8.949159,14.142999,58.4,43.7,1.55,1078.56,862.22,1334.0,1333.17,1314.13,1281.47,1365.83,1384.87,1078.56,862.22,Uptrend,52.71,1228.59,1439.41,SYRMA.NS,2026-06-22 00:44:48,OK
Usha Martin Ltd.,Capital Goods,476.05,14367.69,29.33499,20.222,,4.3561726,16.228001,9.3,45.800000000000004,9.75,472.67,441.09,476.05,493.07,486.13,481.47,497.73,504.67,472.67,441.09,Uptrend,16.88,449.04,509.81,USHAMART.NS,2026-06-22 00:44:49,OK
KSB Ltd.,Capital Goods,902.55,15797.54,60.960377,42.551,,9.410411,,1.0,-23.200000000000003,11.8,874.09,792.83,902.55,878.18,867.17,856.18,889.17,900.18,874.09,792.83,Uptrend,28.5,845.56,959.54,KSB.NS,2026-06-22 00:44:50,OK
Graphite India Ltd.,Capital Goods,639.55,12504.04,71.508385,49.607,,2.1420085,2.9170000000000003,22.5,,20.3,709.69,625.23,639.55,654.78,640.57,632.08,663.27,677.48,709.69,625.23,Sideways,23.58,674.2,686.71,GRAPHITE.NS,2026-06-22 00:44:51,OK
Kirloskar Brothers Ltd.,Capital Goods,1933.6,15441.07,41.38114,27.134,,6.995661,16.481,10.4,-18.7,21.61,1698.29,1706.57,1933.6,1883.4,1858.8,1814.4,1927.8,1952.4,1698.29,1706.57,Sideways,64.19,1805.23,2061.97,KIRLOSBROS.NS,2026-06-22 00:44:51,OK
Jindal Saw Ltd.,Capital Goods,260.88,16737.55,17.22441,9.494,,1.3302658,7.964,-8.200000000000001,-52.2,3.35,234.61,194.42,260.88,261.58,258.23,252.41,267.4,270.75,234.61,194.42,Uptrend,12.9,235.08,286.68,JINDALSAW.NS,2026-06-22 00:44:52,OK
Finolex Cables Ltd.,Capital Goods,1164.3,17892.37,25.056759,25.443,,2.9408734,12.325999999999999,22.400000000000002,17.1,1.73,1030.77,857.0,1164.3,1149.4,1125.8,1093.0,1182.2,1205.8,1030.77,857.0,Uptrend,47.01,1070.29,1258.31,FINCABLES.NS,2026-06-22 00:44:53,OK
Finolex Industries Ltd.,Capital Goods,175.58,10881.09,18.160992,12.958,,1.7488695,9.731,12.1,59.0,23.22,173.51,181.78,175.58,176.29,174.17,171.14,179.32,181.44,173.51,181.78,Sideways,4.58,166.41,184.75,FINPIPE.NS,2026-06-22 00:44:54,OK
Titagarh Rail Systems Ltd.,Capital Goods,922.45,12457.32,102.323006,36.91,,5.119605,4.9200002,-12.9,-18.8,5.0,801.96,805.8,922.45,942.87,914.73,896.87,960.73,988.87,801.96,805.8,Sideways,34.79,852.88,992.02,TITAGARH.NS,2026-06-22 00:44:54,OK
H.E.G. Ltd.,Capital Goods,531.85,10323.33,27.044994,18.63,,2.168063,7.338,11.200000000000001,,22.92,587.59,549.24,531.85,542.57,532.23,525.82,548.98,559.32,587.59,549.24,Sideways,15.03,558.21,561.91,HEG.NS,2026-06-22 00:44:55,OK
INOX India Ltd.,Capital Goods,1917.8,17571.81,68.21706,52.035,,15.721432,25.901000000000003,24.7,14.899999999999999,3.14,1543.31,1259.4,1917.8,1843.47,1739.93,1667.47,1915.93,2019.47,1543.31,1259.4,Uptrend,118.67,1680.46,2155.14,INOXINDIA.NS,2026-06-22 00:44:56,OK
Action Construction Equipment Ltd.,Capital Goods,975.65,11611.6,28.010334,21.79,,5.7731905,22.885999,7.1,-6.5,20.9,902.3,946.86,975.65,971.12,961.33,946.22,986.23,996.02,902.3,946.86,Sideways,29.72,916.21,1035.09,ACE.NS,2026-06-22 00:44:57,OK
RHI MAGNESITA INDIA LTD.,Capital Goods,381.95,7826.4,,17.979,,2.1981335,-10.132,1.6,,28.59,392.71,430.63,381.95,372.25,365.95,361.05,377.15,383.45,392.71,430.63,Downtrend,17.96,373.08,417.86,RHIM.NS,2026-06-22 00:44:58,OK
Elecon Engineering Co. Ltd.,Capital Goods,539.05,12199.5,35.76645,24.575,,5.2393436,15.851,-6.5,-95.89999999999999,20.78,505.22,489.01,539.05,544.33,523.67,512.33,555.67,576.33,505.22,489.01,Uptrend,22.39,494.26,583.84,ELECON.NS,2026-06-22 00:44:58,OK
Transformers And Rectifiers (India) Ltd.,Capital Goods,357.55,10730.93,40.625,27.906,,7.9751043,19.334999,15.7,-4.1000000000000005,38.19,316.83,337.93,357.55,326.72,321.43,318.02,330.13,335.42,316.83,337.93,Sideways,14.08,329.39,385.71,TARIL.NS,2026-06-22 00:44:59,OK
