Company Name,Industry,CMP Rs.,Mar Cap Rs.Cr.,P/E,EV / EBITDA,Earnings Yield %,CMP / BV,ROE %,Sales growth %,Profit growth %,From 52w high,50 DMA Rs.,200 DMA Rs.,Last Close,Pivot,S1,S2,R1,R2,SMA50,SMA200,Trend,ATR,StopLoss,TargetPrice,_ticker,_fetched_at,_status
Aditya Birla Lifestyle Brands Ltd.,Consumer Services,97.18,11877.95,69.354614,10.926,,8.38967,12.723999999999998,11.899999999999999,45.2,42.15,102.9,117.46,97.18,99.37,98.55,97.78,100.14,100.96,102.9,117.46,Downtrend,3.09,97.75,103.37,ABLBL.NS,2026-06-22 00:45:55,OK
Avenue Supermarts Ltd.,Consumer Services,4286.9,280309.22,94.57747,54.193,,11.431369,12.944001,18.9,19.6,13.39,4300.92,4123.48,4286.9,4314.47,4279.33,4251.97,4341.83,4376.97,4300.92,4123.48,Sideways,111.51,4085.87,4509.91,DMART.NS,2026-06-22 00:45:56,OK
BLS International Services Ltd.,Consumer Services,267.45,11069.95,16.165867,12.512,,4.494119,30.142999999999997,17.599999999999998,31.4,34.9,272.92,296.88,267.45,266.15,264.8,262.75,268.2,269.55,272.92,296.88,Downtrend,9.29,259.27,286.04,BLS.NS,2026-06-22 00:45:57,OK
Brainbees Solutions Ltd.,Consumer Services,215.75,10481.33,,156.678,,2.1523755,-3.83,12.0,,50.82,232.21,282.97,215.75,218.79,217.09,215.11,220.77,222.47,232.21,282.97,Downtrend,6.68,220.6,229.12,FIRSTCRY.NS,2026-06-22 00:45:57,OK
Chalet Hotels Ltd.,Consumer Services,802.35,17563.33,27.232597,16.508,,4.7460117,19.131999999999998,6.0,31.3,25.76,776.33,857.18,802.35,774.88,765.92,755.18,785.62,794.58,776.33,857.18,Sideways,25.38,751.59,853.11,CHALET.NS,2026-06-22 00:45:58,OK
Devyani International Ltd.,Consumer Services,116.91,14424.16,,21.462,,9.525322,-2.5880001,18.5,,38.79,114.34,134.3,116.91,114.15,111.01,106.73,118.43,121.57,114.34,134.3,Sideways,4.67,108.62,126.26,DEVYANI.NS,2026-06-22 00:45:59,OK
EIH Ltd.,Consumer Services,321.85,20199.26,32.171314,18.961,,3.8382015,12.948,1.5,-5.800000000000001,25.98,315.39,347.15,321.85,315.38,313.12,309.73,318.77,321.03,315.39,347.15,Sideways,8.49,304.87,338.83,EIHOTEL.NS,2026-06-22 00:46:00,OK
Eternal Ltd.,Consumer Services,264.3,242580.85,659.625,198.687,,7.7995214,1.194,196.5,375.0,28.27,249.87,281.04,264.3,257.9,255.9,253.25,260.55,262.55,249.87,281.04,Sideways,8.4,247.5,281.1,ETERNAL.NS,2026-06-22 00:46:00,OK
FSN E-Commerce Ventures Ltd.,Consumer Services,302.3,86602.04,432.0,117.955,,61.053905,14.338000000000001,28.4,290.2,0.48,268.66,257.08,302.3,294.55,285.35,272.6,307.3,316.5,268.66,257.08,Uptrend,8.18,285.94,318.66,NYKAA.NS,2026-06-22 00:46:01,OK
Indiamart Intermesh Ltd.,Consumer Services,2089.4,12568.98,26.532946,18.165,,5.2313824,20.703,13.900000000000002,-72.3,23.2,2001.27,2165.74,2089.4,2073.72,2033.48,1989.25,2117.94,2158.18,2001.27,2165.74,Sideways,43.17,2003.05,2175.75,INDIAMART.NS,2026-06-22 00:46:02,OK
Indian Hotels Co. Ltd.,Consumer Services,724.75,102814.51,49.33743,31.065,,7.876944,16.430001,14.299999999999999,14.7,10.74,659.05,692.32,724.75,707.1,702.4,694.35,715.15,719.85,659.05,692.32,Sideways,16.45,691.86,757.64,INDHOTEL.NS,2026-06-22 00:46:03,OK
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,519.6,41652.0,29.905228,23.278,,9.667268,34.959,15.1,-8.9,34.01,536.96,620.93,519.6,522.5,520.0,516.0,526.5,529.0,536.96,620.93,Downtrend,10.44,510.11,540.49,IRCTC.NS,2026-06-22 00:46:04,OK
Info Edge (India) Ltd.,Consumer Services,984.25,63769.75,44.068935,52.733,,1.682955,4.5679998,15.9,22.1,35.56,986.86,1187.49,984.25,1009.97,990.93,975.07,1025.83,1044.87,986.86,1187.49,Downtrend,31.67,937.52,1047.59,NAUKRI.NS,2026-06-22 00:46:05,OK
ITC Hotels Ltd.,Consumer Services,170.92,36285.44,44.55243,23.911,,3.2736974,7.324,-64.8,-49.8,34.24,157.17,186.54,170.92,160.31,158.93,156.72,162.52,163.9,157.17,186.54,Sideways,4.42,162.08,179.76,ITCHOTELS.NS,2026-06-22 00:46:05,OK
Jubilant Foodworks Ltd.,Consumer Services,419.0,27530.26,73.4386,14.491,,12.037037,16.893,20.3,,41.62,449.74,530.23,419.0,422.75,420.5,418.05,425.2,427.45,449.74,530.23,Downtrend,10.77,427.25,440.54,JUBLFOOD.NS,2026-06-22 00:46:06,OK
Leela Palaces Hotels & Resorts Ltd.,Consumer Services,494.2,16435.74,39.53012,24.136,,2.5511103,8.014000000000001,8.200000000000001,21.9,1.55,424.28,424.63,494.2,460.17,452.03,446.47,465.73,473.87,424.28,424.63,Sideways,18.84,456.52,531.88,THELEELA.NS,2026-06-22 00:46:07,OK
Lemon Tree Hotels Ltd.,Consumer Services,113.04,8974.8,39.49129,16.413,,6.422257,14.905,9.4,8.7,37.44,114.27,138.38,113.04,110.86,109.51,107.16,113.21,114.56,114.27,138.38,Downtrend,2.99,108.56,119.02,LEMONTREE.NS,2026-06-22 00:46:07,OK
Sapphire Foods India Ltd.,Consumer Services,187.87,6049.05,,15.658,,4.3695526,-2.2950001,11.4,,48.95,180.13,226.42,187.87,183.93,180.89,176.95,187.87,190.91,180.13,226.42,Sideways,8.32,171.23,204.51,SAPPHIRE.NS,2026-06-22 00:46:08,OK
Swiggy Ltd.,Consumer Services,254.05,66167.73,,-17.36,,3.320647,-29.116999999999997,44.7,,46.4,264.26,343.85,254.05,256.77,251.83,247.72,260.88,265.82,264.26,343.85,Downtrend,9.75,251.05,273.55,SWIGGY.NS,2026-06-22 00:46:09,OK
TBO Tek Ltd.,Consumer Services,1489.8,15974.88,65.64282,40.023,,11.53609,17.794999999999998,82.5,2.1999999999999997,15.58,1252.78,1428.74,1489.8,1463.1,1440.1,1415.0,1488.2,1511.2,1252.78,1428.74,Sideways,62.81,1364.19,1615.41,TBOTEK.NS,2026-06-22 00:46:10,OK
Trent Ltd.,Consumer Services,3205.8,170826.29,98.937614,62.44,,24.457201,27.126,19.2,25.8,48.72,2806.49,3484.84,3205.8,3158.9,3125.8,3071.9,3212.8,3245.9,2806.49,3484.84,Sideways,102.41,3000.99,3410.61,TRENT.NS,2026-06-22 00:46:10,OK
Valor Estate Ltd.,Consumer Services,118.12,6466.57,238.44,83.575,,1.2804897,0.598,-86.6,,53.25,115.19,126.1,118.12,114.42,111.83,110.12,116.13,118.72,115.19,126.1,Sideways,5.53,109.43,129.17,DBREALTY.NS,2026-06-22 00:46:11,OK
Vedant Fashions Ltd.,Consumer Services,412.5,10071.41,26.793795,15.806,,5.1208873,20.025998,8.7,13.100000000000001,50.84,425.0,529.44,412.5,418.02,412.78,406.47,424.33,429.57,425.0,529.44,Downtrend,12.71,403.75,437.91,MANYAVAR.NS,2026-06-22 00:46:12,OK
Ventive Hospitality Ltd.,Consumer Services,,,,,,,,,,,,,,,,,,,,,,,,,UNLISTED,,UNLISTED
Vishal Mega Mart Ltd.,Consumer Services,118.66,55648.87,66.480446,29.529,,7.9625297,12.149999000000001,22.2,44.0,24.71,120.74,129.13,118.66,118.36,116.91,115.96,119.31,120.76,120.74,129.13,Downtrend,3.21,114.7,125.08,VMM.NS,2026-06-22 00:46:13,OK
Bharat Electronics Ltd.,Defence,426.9,312127.57,51.57005,37.713,,13.011548,27.556000000000004,11.700000000000001,4.5,9.83,427.04,417.5,426.9,426.78,423.57,418.53,431.82,435.03,427.04,417.5,Sideways,8.51,409.88,443.92,BEL.NS,2026-06-22 00:46:14,OK
Hindustan Aeronautics Ltd.,Defence,4408.1,294060.35,32.281036,30.583,,7.165334,23.979001,1.7999999999999998,5.5,11.95,4374.66,4373.71,4408.1,4426.17,4371.83,4332.17,4465.83,4520.17,4374.66,4373.71,Uptrend,104.71,4198.67,4617.53,HAL.NS,2026-06-22 00:46:15,OK
Mazagoan Dock Shipbuilders Ltd.,Defence,2518.7,101853.45,39.471626,39.362,,10.441262,28.77,21.3,109.00000000000001,24.77,2531.46,2553.97,2518.7,2539.67,2510.33,2486.77,2563.23,2592.57,2531.46,2553.97,Downtrend,63.21,2404.89,2645.11,MAZDOCK.NS,2026-06-22 00:46:15,OK
Bharat Dynamics Ltd.,Defence,1373.4,50292.38,118.890816,204.134,,11.849753,10.190000000000001,-73.0,-58.4,31.52,1317.9,1400.73,1373.4,1309.93,1298.87,1285.93,1322.87,1333.93,1317.9,1400.73,Sideways,39.14,1295.11,1451.69,BDL.NS,2026-06-22 00:46:16,OK
Garden Reach Shipbuilders & Engineers Ltd.,Defence,2798.3,32063.1,46.525932,36.09,,12.208526,31.791002000000002,29.099999999999998,24.2,20.36,2739.46,2555.96,2798.3,2827.7,2792.6,2759.9,2860.4,2895.5,2739.46,2555.96,Uptrend,86.8,2624.7,2971.9,GRSE.NS,2026-06-22 00:46:17,OK
BEML Ltd.,Defence,1749.3,14651.37,103.6594,35.253,,5.233205,,23.7,,28.01,1793.65,1837.71,1749.3,1783.57,1748.03,1722.67,1808.93,1844.47,1793.65,1837.71,Downtrend,54.77,1703.97,1858.83,BEML.NS,2026-06-22 00:46:18,OK
Data Patterns (India) Ltd.,Defence,4822.1,26973.08,98.932236,71.09,,15.542638,16.73,-13.0,21.2,2.7,4050.33,3121.09,4822.1,4798.5,4713.0,4623.9,4887.6,4973.1,4050.33,3121.09,Uptrend,258.55,4305.0,5339.2,DATAPATTNS.NS,2026-06-22 00:46:18,OK
Zen Technologies Ltd.,Defence,1997.0,17924.46,92.39685,71.516,,9.972928,11.828,-45.2,-68.8,3.16,1670.98,1461.14,1997.0,1934.57,1886.13,1842.87,1977.83,2026.27,1670.98,1461.14,Uptrend,87.96,1821.07,2172.93,ZENTEC.NS,2026-06-22 00:46:19,OK
3M India Ltd.,Diversified,33125.0,37422.56,71.63342,37.372,,21.262787,28.9,16.8,201.79999999999998,12.9,32212.5,32952.95,33125.0,33135.0,32865.0,32480.0,33520.0,33790.0,32212.5,32952.95,Sideways,685.36,31754.29,34495.71,3MINDIA.NS,2026-06-22 00:46:20,OK
DCM Shriram Ltd.,Diversified,1053.7,16367.28,19.327116,12.333,,2.1383862,11.616999999999999,11.0,106.69999999999999,29.26,1127.21,1163.37,1053.7,1042.93,1031.27,1022.63,1051.57,1063.23,1127.21,1163.37,Downtrend,28.62,1070.85,1110.94,DCMSHRIRAM.NS,2026-06-22 00:46:21,OK
Godrej Industries Ltd.,Diversified,1112.4,37307.87,30.084192,14.975,,3.338326,10.832,51.6,142.6,19.43,1047.73,1035.83,1112.4,1093.77,1061.53,1011.87,1143.43,1175.67,1047.73,1035.83,Uptrend,40.82,1030.76,1194.04,GODREJIND.NS,2026-06-22 00:46:21,OK
AWL Agri Business Ltd.,Fast Moving Consumer Goods,184.31,23965.72,23.018633,10.217,,2.2954192,10.519,18.0,53.7,35.22,193.49,222.52,184.31,192.27,189.6,187.78,194.1,196.77,193.49,222.52,Downtrend,5.44,183.81,195.2,AWL.NS,2026-06-22 00:46:22,OK
Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,531.6,11211.95,28.516926,18.756,,2.590398,9.541000400000001,6.7,-30.7,14.68,527.57,479.08,531.6,550.45,545.9,537.65,558.7,563.25,527.57,479.08,Uptrend,19.24,501.19,570.08,BALRAMCHIN.NS,2026-06-22 00:46:23,OK
Bikaji Foods International Ltd.,Fast Moving Consumer Goods,660.2,16589.97,64.23786,40.239,,10.322798,15.959999999999999,17.5,25.8,19.36,661.56,692.01,660.2,663.52,654.03,648.22,669.33,678.82,661.56,692.01,Downtrend,17.68,628.49,695.56,BIKAJI.NS,2026-06-22 00:46:24,OK
Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,1537.6,10786.74,8.682954,3.296,,1.5317805,28.709,7.8,43.8,27.29,1516.5,1717.62,1537.6,1526.37,1513.23,1499.07,1540.53,1553.67,1516.5,1717.62,Sideways,39.64,1458.31,1616.89,BBTC.NS,2026-06-22 00:46:28,OK
Britannia Industries Ltd.,Fast Moving Consumer Goods,5195.0,125203.33,49.533066,35.142,,24.52014,53.31399999999999,7.9,21.099999999999998,18.01,5431.1,5801.82,5195.0,5229.17,5208.33,5171.67,5265.83,5286.67,5431.1,5801.82,Downtrend,77.36,5159.55,5349.71,BRITANNIA.NS,2026-06-22 00:46:28,OK
CCL Products (I) Ltd.,Fast Moving Consumer Goods,1137.3,15185.95,39.127445,21.923,,6.469826,18.002000000000002,46.400000000000006,12.4,8.0,1109.83,998.93,1137.3,1124.9,1109.6,1086.8,1147.7,1163.0,1109.83,998.93,Uptrend,47.88,1054.33,1233.06,CCL.NS,2026-06-22 00:46:29,OK
Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,1997.8,54451.52,41.066666,28.303,,34.37441,81.593,9.1,-0.5,18.4,2070.84,2112.56,1997.8,2028.8,2013.8,2000.3,2042.3,2057.3,2070.84,2112.56,Downtrend,46.2,1967.29,2090.2,COLPAL.NS,2026-06-22 00:46:30,OK
Dabur India Ltd.,Fast Moving Consumer Goods,423.5,75286.54,39.77507,29.187,,6.585971,16.239999,7.3,15.2,26.22,444.28,486.28,423.5,429.08,426.32,423.93,431.47,434.23,444.28,486.28,Downtrend,8.72,422.07,440.94,DABUR.NS,2026-06-22 00:46:31,OK
DOMS Industries Ltd.,Fast Moving Consumer Goods,2274.1,13861.22,60.50331,34.678,,11.362562,20.091998999999998,18.7,16.8,17.8,2277.26,2419.71,2274.1,2344.83,2307.87,2278.43,2374.27,2411.23,2277.26,2419.71,Downtrend,83.07,2163.4,2440.24,DOMS.NS,2026-06-22 00:46:31,OK
E.I.D. Parry (India) Ltd.,Fast Moving Consumer Goods,704.1,12597.48,22.191223,5.469,,1.4362494,9.913000499999999,15.7,,43.53,795.33,930.85,704.1,727.13,714.27,707.13,734.27,747.13,795.33,930.85,Downtrend,24.88,755.56,753.86,EIDPARRY.NS,2026-06-22 00:46:32,OK
Emami Ltd.,Fast Moving Consumer Goods,413.5,17944.52,23.121485,18.33,,6.137378,27.61,-3.9,-11.799999999999999,33.51,423.41,484.96,413.5,400.28,398.57,396.78,402.07,403.78,423.41,484.96,Downtrend,10.26,402.24,434.01,EMAMILTD.NS,2026-06-22 00:46:33,OK
Gillette India Ltd.,Fast Moving Consumer Goods,7828.5,25514.22,47.854786,26.764,,26.95789,66.443,3.2,21.3,30.2,7868.34,8354.16,7828.5,7846.0,7794.0,7748.0,7892.0,7944.0,7868.34,8354.16,Downtrend,172.89,7482.71,8174.29,GILLETTE.NS,2026-06-22 00:46:34,OK
Godfrey Phillips India Ltd.,Fast Moving Consumer Goods,2271.0,35719.82,23.395996,22.128,,5.749536,26.593,13.600000000000001,86.1,42.14,2252.23,2564.11,2271.0,2269.87,2252.33,2233.47,2288.73,2306.27,2252.23,2564.11,Sideways,62.39,2146.21,2395.79,GODFRYPHLP.NS,2026-06-22 00:46:35,OK
Godrej Agrovet Ltd.,Fast Moving Consumer Goods,574.95,11070.32,23.441956,14.423,,5.448469,18.681,8.3,48.199999999999996,33.7,583.27,606.47,574.95,576.82,573.23,570.27,579.78,583.37,583.27,606.47,Downtrend,11.12,554.11,597.19,GODREJAGRO.NS,2026-06-22 00:46:35,OK
Godrej Consumer Products Ltd.,Fast Moving Consumer Goods,1000.6,102631.43,55.079628,32.897,,8.102235,15.099000000000002,8.4,9.700000000000001,22.51,1044.88,1123.52,1000.6,1012.87,1001.33,993.47,1020.73,1032.27,1044.88,1123.52,Downtrend,24.51,992.63,1049.63,GODREJCP.NS,2026-06-22 00:46:36,OK
Hindustan Unilever Ltd.,Fast Moving Consumer Goods,2194.6,517379.98,48.70604,35.069,,10.615322,21.603,4.3,21.4,19.57,2218.44,2340.98,2194.6,2212.3,2203.0,2187.5,2227.8,2237.1,2218.44,2340.98,Downtrend,40.94,2112.71,2276.49,HINDUNILVR.NS,2026-06-22 00:46:37,OK
Honasa Consumer Ltd.,Fast Moving Consumer Goods,417.4,13683.24,68.35505,65.129,,9.656712,15.449001,23.200000000000003,175.5,4.78,373.2,308.54,417.4,404.78,401.22,395.93,410.07,413.63,373.2,308.54,Uptrend,14.16,389.08,445.72,HONASA.NS,2026-06-22 00:46:38,OK
ITC Ltd.,Fast Moving Consumer Goods,292.5,368241.07,17.81212,12.648,,5.078975,29.34,-5.0,-72.7,28.16,293.83,337.44,292.5,290.35,288.8,286.45,292.7,294.25,293.83,337.44,Downtrend,4.9,282.69,302.31,ITC.NS,2026-06-22 00:46:39,OK
Jyothy Labs Ltd.,Fast Moving Consumer Goods,202.28,7454.45,22.40618,15.455,,4.689088,22.428,8.1,-12.4,43.98,225.35,265.56,202.28,204.51,202.26,200.57,206.2,208.45,225.35,265.56,Downtrend,4.88,214.08,212.04,JYOTHYLAB.NS,2026-06-22 00:46:40,OK
LT Foods Ltd.,Fast Moving Consumer Goods,383.0,13357.08,21.369444,10.449,,7.494252,14.936,23.799999999999997,70.7,25.63,405.13,402.8,383.0,386.93,382.52,378.58,390.87,395.28,405.13,402.8,Sideways,12.56,384.87,408.13,LTFOODS.NS,2026-06-22 00:46:40,OK
Marico Ltd.,Fast Moving Consumer Goods,817.05,106060.81,60.35767,44.453,,25.004583,41.393003,22.1,14.499999999999998,3.74,805.43,756.93,817.05,820.07,809.13,797.52,831.68,842.62,805.43,756.93,Uptrend,16.98,783.09,851.01,MARICO.NS,2026-06-22 00:46:41,OK
Nestle India Ltd.,Fast Moving Consumer Goods,1414.8,273338.57,78.27167,52.698,,53.004524,76.338995,23.0,27.400000000000002,5.56,1406.3,1285.41,1414.8,1402.83,1391.77,1383.13,1411.47,1422.53,1406.3,1285.41,Uptrend,32.1,1350.6,1479.0,NESTLEIND.NS,2026-06-22 00:46:42,OK
Patanjali Foods Ltd.,Fast Moving Consumer Goods,421.7,45799.74,25.27011,24.775,,3.4946458,14.832,14.7,45.9,35.01,450.77,522.24,421.7,423.5,419.7,415.2,428.0,431.8,450.77,522.24,Downtrend,11.72,428.23,445.14,PATANJALI.NS,2026-06-22 00:46:43,OK
Procter & Gamble Hygiene & Health Care Ltd.,Fast Moving Consumer Goods,9274.5,30360.53,35.38514,25.226,,40.29763,114.93100000000001,-5.1,-1.9,35.02,9717.97,11640.42,9274.5,9009.83,8954.67,8904.33,9060.17,9115.33,9717.97,11640.42,Downtrend,195.86,9232.07,9666.21,PGHH.NS,2026-06-22 00:46:44,OK
Radico Khaitan Ltd,Fast Moving Consumer Goods,3769.2,50425.15,83.24121,40.276,,15.1962185,,19.5,62.1,0.23,3413.19,3082.5,3769.2,3663.87,3592.73,3495.47,3761.13,3832.27,3413.19,3082.5,Uptrend,82.55,3604.1,3934.3,RADICO.NS,2026-06-22 00:46:45,OK
Tata Consumer Products Ltd.,Fast Moving Consumer Goods,1111.5,110147.52,71.529564,41.658,,5.4180884,6.94,17.9,21.5,12.61,1152.22,1135.4,1111.5,1116.5,1101.0,1090.6,1126.9,1142.4,1152.22,1135.4,Sideways,25.25,1094.61,1162.0,TATACONSUM.NS,2026-06-22 00:46:45,OK
Triveni Engineering & Industries Ltd.,Fast Moving Consumer Goods,403.55,8859.69,32.981953,20.053,,2.8592253,8.2650006,-7.3999999999999995,-11.1,7.23,389.81,369.61,403.55,407.63,398.42,391.28,414.77,423.98,389.81,369.61,Uptrend,15.16,373.24,433.86,TRIVENI.NS,2026-06-22 00:46:46,OK
United Breweries Ltd.,Fast Moving Consumer Goods,1341.9,35562.49,86.38407,44.972,,8.185248,9.292,-3.1,4.3,36.08,1392.68,1598.23,1341.9,1345.13,1332.27,1323.23,1354.17,1367.03,1392.68,1598.23,Downtrend,31.19,1323.05,1404.27,UBL.NS,2026-06-22 00:46:47,OK
United Spirits Ltd.,Fast Moving Consumer Goods,1320.5,96162.44,55.014565,39.824,,11.172335,20.034,0.8,28.000000000000004,10.86,1296.2,1345.77,1320.5,1347.73,1327.87,1305.43,1370.17,1390.03,1296.2,1345.77,Sideways,27.49,1265.53,1375.47,UNITDSPR.NS,2026-06-22 00:46:48,OK
Varun Beverages Ltd.,Fast Moving Consumer Goods,529.5,179261.7,56.2036,34.671,,9.155136,,18.099999999999998,20.0,4.73,509.87,471.11,529.5,537.72,523.73,515.92,545.53,559.52,509.87,471.11,Uptrend,14.3,500.91,558.09,VBL.NS,2026-06-22 00:46:49,OK
360 ONE WAM Ltd.,Financial Services,1145.1,46732.17,39.352737,21.573,,4.7379117,14.392,26.900000000000002,11.0,9.12,1084.69,1090.42,1145.1,1146.5,1130.8,1120.3,1157.0,1172.7,1084.69,1090.42,Sideways,33.02,1079.06,1211.14,360ONE.NS,2026-06-22 00:46:49,OK
Aadhar Housing Finance Ltd.,Financial Services,515.1,22658.43,20.90799,,,2.9835017,15.753001,20.9,26.3,5.97,482.29,487.09,515.1,486.1,482.1,477.75,490.45,494.45,482.29,487.09,Sideways,15.5,484.11,546.09,AADHARHFC.NS,2026-06-22 00:46:50,OK
Aavas Financiers Ltd.,Financial Services,1471.9,11694.95,17.959333,,,2.3126662,13.916,19.2,18.3,31.63,1367.8,1442.27,1471.9,1462.6,1450.2,1432.8,1480.0,1492.4,1367.8,1442.27,Sideways,46.73,1378.44,1565.36,AAVAS.NS,2026-06-22 00:46:51,OK
Aditya Birla Sun Life AMC Ltd.,Financial Services,1180.6,34068.17,35.007427,25.785,,8.416029,25.102999999999998,-14.499999999999998,-18.099999999999998,0.71,1053.14,882.63,1180.6,1145.3,1120.5,1073.9,1191.9,1216.7,1053.14,882.63,Uptrend,44.12,1092.36,1268.84,ABSLAMC.NS,2026-06-22 00:46:52,OK
Aditya Birla Capital Ltd.,Financial Services,375.9,97900.0,26.203508,,,2.841856,11.181000000000001,7.7,30.099999999999998,0.36,352.77,333.86,375.9,371.38,368.22,365.83,373.77,376.93,352.77,333.86,Uptrend,11.1,353.71,398.09,ABCAPITAL.NS,2026-06-22 00:46:52,OK
Anand Rathi Wealth Ltd.,Financial Services,1867.5,31298.78,80.1105,54.262,,31.356565,46.738997,47.599999999999994,38.4,1.03,1786.5,1578.89,1867.5,1814.9,1773.3,1741.3,1846.9,1888.5,1786.5,1578.89,Uptrend,46.63,1774.24,1960.76,ANANDRATHI.NS,2026-06-22 00:46:53,OK
Angel One Ltd.,Financial Services,353.7,32259.5,35.930824,,,5.2586913,15.526000000000002,33.5,82.69999999999999,1.87,323.93,263.37,353.7,352.38,347.97,343.13,357.22,361.63,323.93,263.37,Uptrend,13.06,327.59,379.81,ANGELONE.NS,2026-06-22 00:46:54,OK
Aptus Value Housing Finance India Ltd.,Financial Services,269.75,13620.2,14.445035,,,2.687269,20.113,22.1,25.900000000000002,24.69,259.52,271.18,269.75,272.23,269.07,265.38,275.92,279.08,259.52,271.18,Sideways,8.86,252.02,287.48,APTUS.NS,2026-06-22 00:46:55,OK
Authum Investment & Infrastructure Ltd.,Financial Services,543.8,46282.79,8.845966,,,2.8714738,13.100000000000001,-73.6,-96.3,20.38,486.31,538.55,543.8,552.07,545.73,539.92,557.88,564.22,486.31,538.55,Sideways,24.0,495.8,591.8,AIIL.NS,2026-06-22 00:46:55,OK
Bajaj Finance Ltd.,Financial Services,961.8,600025.07,31.649721,,,5.2625265,17.907,26.8,21.4,12.76,921.33,965.43,961.8,955.93,950.92,942.98,963.87,968.88,921.33,965.43,Sideways,23.23,915.34,1008.26,BAJFINANCE.NS,2026-06-22 00:46:56,OK
Bajaj Finserv Ltd.,Financial Services,1769.4,282664.24,28.969528,12.143,,3.6236548,14.602,5.3,5.7,19.39,1768.6,1938.26,1769.4,1765.57,1756.13,1740.57,1781.13,1790.57,1768.6,1938.26,Sideways,38.43,1692.54,1846.26,BAJAJFINSV.NS,2026-06-22 00:46:57,OK
Bajaj Holdings & Investment Ltd.,Financial Services,10677.0,119028.41,12.351311,133.169,,1.6269602,12.623999999999999,-48.3,49.3,27.32,10323.66,11136.75,10677.0,10627.0,10549.0,10422.0,10754.0,10832.0,10323.66,11136.75,Sideways,268.29,10140.43,11213.57,BAJAJHLDNG.NS,2026-06-22 00:46:58,OK
Bajaj Housing Finance Ltd.,Financial Services,88.36,73866.9,28.889252,,,3.2939649,12.0570004,42.3,14.399999999999999,28.74,86.07,95.02,88.36,85.95,85.42,84.97,86.4,86.93,86.07,95.02,Sideways,1.85,84.66,92.06,BAJAJHFL.NS,2026-06-22 00:46:58,OK
BSE Ltd.,Financial Services,4020.2,163458.84,66.74627,38.129,,20.789686,36.003,105.1,64.0,9.59,3870.08,2950.11,4020.2,4022.7,3954.4,3894.3,4082.8,4151.1,3870.08,2950.11,Uptrend,158.65,3702.9,4337.5,BSE.NS,2026-06-22 00:46:59,OK
Central Depository Services (India) Ltd.,Financial Services,1370.3,28633.0,62.872875,41.023,,14.610373,23.913,5.5,-19.900000000000002,23.84,1260.57,1399.75,1370.3,1345.4,1294.0,1237.6,1401.8,1453.2,1260.57,1399.75,Sideways,34.96,1300.39,1440.21,CDSL.NS,2026-06-22 00:47:00,OK
Computer Age Management Services Ltd.,Financial Services,823.15,20450.83,43.138744,28.683,,15.463946,38.694,11.0,10.6,4.39,769.55,743.05,823.15,825.27,814.53,796.27,843.53,854.27,769.55,743.05,Uptrend,23.19,776.77,869.53,CAMS.NS,2026-06-22 00:47:01,OK
Can Fin Homes Ltd.,Financial Services,885.35,11784.18,10.853569,,,1.9704763,19.655001,24.3,47.8,8.87,857.67,856.41,885.35,882.0,874.95,866.2,890.75,897.8,857.67,856.41,Uptrend,20.52,844.31,926.39,CANFINHOME.NS,2026-06-22 00:47:01,OK
Capri Global Capital Ltd.,Financial Services,220.96,21239.55,21.813242,,,2.954442,16.496,72.0,37.1,2.23,193.72,185.11,220.96,219.93,217.38,213.95,223.36,225.91,193.72,185.11,Uptrend,6.84,207.28,234.64,CGCL.NS,2026-06-22 00:47:02,OK
Choice International Ltd.,Financial Services,726.1,16151.3,64.44444,,,8.576329,16.240999000000002,21.8,15.299999999999999,15.62,683.59,748.51,726.1,709.77,703.28,699.02,714.03,720.52,683.59,748.51,Sideways,19.26,687.59,764.61,CHOICEIN.NS,2026-06-22 00:47:03,OK
Cholamandalam Financial Holdings Ltd.,Financial Services,1583.9,29642.55,12.139342,,,1.9182699,18.035,15.2,12.0,28.98,1592.79,1731.08,1583.9,1589.7,1574.4,1559.5,1604.6,1619.9,1592.79,1731.08,Downtrend,47.15,1513.15,1678.2,CHOLAHLDNG.NS,2026-06-22 00:47:04,OK
Cholamandalam Investment and Finance Company Ltd.,Financial Services,1693.4,144317.34,27.385534,,,4.729983,19.334999,24.099999999999998,29.099999999999998,7.47,1567.6,1622.51,1693.4,1680.63,1669.27,1649.63,1700.27,1711.63,1567.6,1622.51,Sideways,50.33,1592.74,1794.06,CHOLAFIN.NS,2026-06-22 00:47:05,OK
CreditAccess Grameen Ltd.,Financial Services,1406.4,22523.56,29.061596,,,2.8715267,10.5100006,137.7,616.2,10.31,1314.99,1308.97,1406.4,1424.17,1406.83,1394.07,1436.93,1454.27,1314.99,1308.97,Uptrend,40.48,1325.44,1487.36,CREDITACC.NS,2026-06-22 00:47:05,OK
CRISIL Ltd.,Financial Services,4132.0,30056.44,35.779575,26.816,,9.908366,,30.099999999999998,45.9,31.72,4099.63,4406.82,4132.0,4101.13,4073.27,4025.13,4149.27,4177.13,4099.63,4406.82,Sideways,111.81,3908.39,4355.61,CRISIL.NS,2026-06-22 00:47:06,OK
